time,open,high,low,close,volume
1700000000,140.0,141.0,139.0,140.0,1000.0
1700003600,140.0,143.6947587387786,139.0,142.6947587387786,1000.0
1700007200,142.6947587387786,145.7832883673924,141.6947587387786,144.7832883673924,1000.0
1700010800,144.7832883673924,146.7800635047866,143.7832883673924,145.7800635047866,1000.0
1700014400,145.7800635047866,146.7800635047866,144.41693341614737,145.41693341614737,1000.0
1700018000,145.41693341614737,146.41693341614737,142.69651237821546,143.69651237821546,1000.0
1700021600,143.69651237821546,144.69651237821546,139.89165916163682,140.89165916163682,1000.0
1700025200,140.89165916163682,141.89165916163682,136.49114926842998,137.49114926842998,1000.0
1700028800,137.49114926842998,138.49114926842998,133.10235689693602,134.10235689693602,1000.0
1700032400,134.10235689693602,135.10235689693602,130.33032321901663,131.33032321901663,1000.0
1700036000,131.33032321901663,132.33032321901663,128.6572891763443,129.6572891763443,1000.0
1700039600,129.6572891763443,130.6572891763443,128.34667851418726,129.34667851418726,1000.0
1700043200,129.34667851418726,131.3906485871081,128.34667851418726,130.3906485871081,1000.0
1700046800,130.3906485871081,133.51165187512098,129.3906485871081,132.51165187512098,1000.0
1700050400,132.51165187512098,136.21769730339045,131.51165187512098,135.21769730339045,1000.0
1700054000,135.21769730339045,138.90030851646432,134.21769730339045,137.90030851646432,1000.0
1700057600,137.90030851646432,140.95567504694407,136.90030851646432,139.95567504694407,1000.0
1700061200,139.95567504694407,141.9048744788034,138.95567504694407,140.9048744788034,1000.0
1700064800,140.9048744788034,141.9048744788034,139.4892286759156,140.4892286759156,1000.0
1700068400,140.4892286759156,141.4892286759156,137.72180809807242,138.72180809807242,1000.0
1700072000,138.72180809807242,139.72180809807242,134.88482939669228,135.88482939669228,1000.0
1700075600,135.88482939669228,136.88482939669228,131.47346444399437,132.47346444399437,1000.0
1700079200,132.47346444399437,133.47346444399437,128.09724874357275,129.09724874357275,1000.0
1700082800,129.09724874357275,130.09724874357275,125.35871937919299,126.35871937919299,1000.0
1700086400,126.35871937919299,127.35871937919299,123.73344638953455,124.73344638953455,1000.0
1700090000,124.73344638953455,125.73344638953455,123.47534401742116,124.47534401742116,1000.0
1700093600,124.47534401742116,126.56611491256677,123.47534401742116,125.56611491256677,1000.0
1700097200,125.56611491256677,128.71889324005605,124.56611491256677,127.71889324005603,1000.0
1700100800,127.71889324005603,131.43536133054795,126.71889324005603,130.43536133054795,1000.0
1700104400,130.43536133054795,134.10496761613953,129.43536133054795,133.10496761613953,1000.0
1700108000,133.10496761613953,136.12649098586135,132.10496761613953,135.12649098586135,1000.0
1700111600,135.12649098586135,137.02774739312508,134.12649098586135,136.02774739312508,1000.0
1700115200,136.02774739312508,137.02774739312508,134.55960443584496,135.55960443584496,1000.0
1700118800,135.55960443584496,136.55960443584496,132.74558506148867,133.74558506148867,1000.0
1700122400,133.74558506148867,134.74558506148867,129.87718401191427,130.87718401191427,1000.0
1700126000,130.87718401191427,131.87718401191427,126.45582953096812,127.45582953096812,1000.0
1700129600,127.45582953096812,128.45582953096812,123.09304609521074,124.09304609521074,1000.0
1700133200,124.09304609521074,125.09304609521074,120.38869634666914,121.38869634666914,1000.0
1700136800,121.38869634666914,122.38869634666914,118.81154496442849,119.81154496442849,1000.0
1700140400,119.81154496442849,120.81154496442849,118.60592490039672,119.60592490039672,1000.0
1700144000,119.60592490039672,121.74308927259827,118.60592490039672,120.74308927259827,1000.0
1700147600,120.74308927259827,123.9269350359721,119.74308927259827,122.9269350359721,1000.0
